internal_identifier,public_title,route,canonical_url,parent_hub,child_hubs,collection_type,current_visible_count,independently_calculated_count,sitemap_count,first_page_result_count,total_unique_printable_ids,indexability,robots_directive,sitemap_inclusion,pagination_state,introduction_text,introduction_length,content_template_fingerprint,fingerprint_occurrences,repeated_headings,repeated_instructional_blocks,related_collection_sections,representative_image,representative_belongs_to_collection,distinct_narrower_subcollections,meaningful_internal_links,distinct_user_intent_evidence,suspicious_internal_or_production_wording,missing_or_inaccurate_description,count_inconsistency,preliminary_recommendation,recommendation_reason
hub_robots,Robots Coloring Pages,/coloring-pages/robots,https://www.ilovecoloringpage.com/coloring-pages/robots,hub_fantasy,,subject,9,9,1,9,9,index,"index,follow",true,single page,"Nine distinct robots include mechanical characters, futuristic pets, cyberpunk forms, and toy-like machines.",108,9e108b1f,1,,0,1,plushie__plushie-robot__03bc6c06ce,true,0,6,weak filename/title evidence: 0.0% of members contain a route-subject token,,false,false,retain and index,All nine records have direct robot subject evidence.
hub_roses,Roses Coloring Pages,/coloring-pages/roses,https://www.ilovecoloringpage.com/coloring-pages/roses,hub_flowers,,subject,9,9,1,9,9,index,"index,follow",true,single page,"Nine rose designs include blossoms, arrangements, decorative forms, an origami rose, and a ginger-rose interpretation.",118,f1753ac1,1,,0,1,anime-girls__anime-girl-smelling-roses-in-garden__9cb1400ccf,true,0,5,weak filename/title evidence: 11.1% of members contain a route-subject token,,false,false,retain and index,"All nine records have direct rose subject evidence, including stylized and origami forms."
hub_santa,Santa Coloring Pages,/coloring-pages/santa,https://www.ilovecoloringpage.com/coloring-pages/santa,hub_christmas,,season or occasion,10,10,1,10,10,index,"index,follow",true,single page,"The Santa set shows gift-carrying, waving, sleigh-side, and festive portrait designs.",85,570c8535,1,,0,1,christmas__christmas-holiday-santa-claus__5b583a26e7,true,0,3,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_sea_life,Sea Life Coloring Pages,/coloring-pages/sea-life,https://www.ilovecoloringpage.com/coloring-pages/sea-life,hub_animals,hub_crabs|hub_dolphins|hub_fish|hub_octopus|hub_plushie_whales|hub_sharks|hub_whales,subject parent,236,236,1,48,236,index,"index,follow",true,5 pages,"Whales, sharks, dolphins, fish, octopuses, crabs, turtles, and other marine animals fill this ocean-life hub.",109,5e018edf,1,,0,1,animals__animals-dolphins__06e09058c7,true,7,8,direct filename/title evidence: 61.9% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 61.9% of members contain a route-subject token
hub_sharks,Sharks Coloring Pages,/coloring-pages/sharks,https://www.ilovecoloringpage.com/coloring-pages/sharks,hub_sea_life,,subject,19,19,1,19,19,index,"index,follow",true,single page,"Sharks appear swimming, hunting, in close body views, and among reefs or open-water scenes.",91,5db01bf9,1,,0,1,plushie__plushie-prehistoric-land-shark-family__7271437a5c,true,0,8,weak filename/title evidence: 0.0% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 0.0% of members contain a route-subject token
hub_sheep,Sheep Coloring Pages,/coloring-pages/sheep,https://www.ilovecoloringpage.com/coloring-pages/sheep,hub_animals,,subject,14,14,1,14,14,index,"index,follow",true,single page,"Sheep and lambs appear in pasture, farm, flock, portrait, and friendly character designs.",89,18108273,1,,0,1,christmas__christmas-holiday-sheep__8356ba31f0,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_sloths,Sloths Coloring Pages,/coloring-pages/sloths,https://www.ilovecoloringpage.com/coloring-pages/sloths,hub_animals,,subject,28,28,1,28,28,index,"index,follow",true,single page,"Sloths appear hanging, climbing, resting in trees, and in patterned or character-like portraits.",96,88821909,1,,0,1,holiday__holiday-birthday-celebration-sloths__3bbcf00c8f,true,0,5,weak filename/title evidence: 7.1% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 7.1% of members contain a route-subject token
hub_snakes,Snakes Coloring Pages,/coloring-pages/snakes,https://www.ilovecoloringpage.com/coloring-pages/snakes,hub_reptiles,,subject,18,18,1,18,18,index,"index,follow",true,single page,"Snakes appear coiled, moving through habitats, in close scale studies, and in patterned designs.",96,ca05bcc5,1,,0,1,reptiles__reptiles-snakes__5030b29dd4,true,0,7,weak filename/title evidence: 11.1% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 11.1% of members contain a route-subject token
hub_spiders,Spiders Coloring Pages,/coloring-pages/spiders,https://www.ilovecoloringpage.com/coloring-pages/spiders,hub_insects,,subject,28,28,1,28,28,index,"index,follow",true,single page,"Spiders appear on webs, in close body views, in nature scenes, and in seasonal compositions.",92,8dbcf801,1,,0,1,anime-girls__anime-girl-summoning-jutsu-spiders__22b5057f1f,true,0,8,weak filename/title evidence: 3.6% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 3.6% of members contain a route-subject token
hub_st_patricks_day,St. Patrick's Day Coloring Pages,/coloring-pages/st-patricks-day,https://www.ilovecoloringpage.com/coloring-pages/st-patricks-day,hub_holidays,,season or occasion,20,20,1,20,20,index,"index,follow",true,single page,"Shamrocks, leprechauns, rainbows, pots of gold, Celtic patterns, and festive scenes define this holiday set.",108,652eea1b,1,,0,1,st-patricks-day__st-patricks-day-celtic-knot-mandala-pattern-coloring-page__46e5c80f77,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_stegosaurus,Stegosaurus Coloring Pages,/coloring-pages/stegosaurus,https://www.ilovecoloringpage.com/coloring-pages/stegosaurus,hub_dinosaurs,,subject,17,17,1,17,17,index,"index,follow",true,single page,"Stegosaurus designs emphasize back plates and tail spikes in standing, walking, and prehistoric scenes.",103,32470fb2,1,,0,1,dinosaurs__prehistoric-stegosaurus__2c4b0e049b,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_sushi,Sushi Coloring Pages,/coloring-pages/sushi,https://www.ilovecoloringpage.com/coloring-pages/sushi,hub_food,hub_nigiri|hub_salmon,subject parent,161,161,1,48,161,index,"index,follow",true,4 pages,"Sushi rolls, nigiri, platters, ingredients, and character-styled pieces form this cuisine-specific hub.",103,6c8f6ed3,1,,0,1,mandala-geometry-patterns__mandala-geometry-patterns-sushi__6b5ab1bad6,true,2,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_t_rex,T-Rex Coloring Pages,/coloring-pages/t-rex,https://www.ilovecoloringpage.com/coloring-pages/t-rex,hub_dinosaurs,,subject,18,18,1,18,18,index,"index,follow",true,single page,"T-Rex designs show large-headed predators in roaring, walking, hunting, and scenic prehistoric poses.",101,a67a3d85,1,,0,1,anime-girls__anime-girl-t-rex-hoodie-plushie__518ba8dd62,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_tigers,Tigers Coloring Pages,/coloring-pages/tigers,https://www.ilovecoloringpage.com/coloring-pages/tigers,hub_animals,,subject,43,43,1,43,43,index,"index,follow",true,single page,"Tigers appear in striped portraits, walking or resting poses, family groups, and forest settings.",97,6541be54,1,,0,1,holiday__holiday-birthday-celebration-tigers__f3a3df7dc1,true,0,8,weak filename/title evidence: 4.7% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 4.7% of members contain a route-subject token
hub_trains,Trains Coloring Pages,/coloring-pages/trains,https://www.ilovecoloringpage.com/coloring-pages/trains,hub_vehicles,hub_steam_train,subject parent,102,102,1,48,102,index,"index,follow",true,3 pages,"Steam engines, modern trains, carriages, stations, tracks, and scenic rail journeys fill this vehicle hub.",106,2c8ce3c8,1,,0,1,chibi__chibi-holiday-halloween-ghostly-train-passing-through-tunnel-coloring-pa__e62e0a874f,true,1,6,direct filename/title evidence: 97.1% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 97.1% of members contain a route-subject token
hub_trees,Trees Coloring Pages,/coloring-pages/trees,https://www.ilovecoloringpage.com/coloring-pages/trees,hub_plants,,subject,38,38,1,38,38,index,"index,follow",true,single page,"Trees appear as individual forms, forests, seasonal canopies, roots, branches, and decorative silhouettes.",106,e53c5c6e,1,,0,1,anime-girls__anime-girl-summoning-jutsu-kittens-sitting-on-tree__8caa305aa0,true,0,8,weak filename/title evidence: 2.6% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 2.6% of members contain a route-subject token
hub_triceratops,Triceratops Coloring Pages,/coloring-pages/triceratops,https://www.ilovecoloringpage.com/coloring-pages/triceratops,hub_dinosaurs,,subject,22,22,1,22,22,index,"index,follow",true,single page,"Triceratops designs emphasize three horns and broad frills in portraits, herds, and prehistoric scenes.",103,c3abc2d0,1,,0,1,anime-girls__anime-girl-summoning-jutsu-triceratops-dino__62a38d00e9,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_turtles,Turtles Coloring Pages,/coloring-pages/turtles,https://www.ilovecoloringpage.com/coloring-pages/turtles,hub_reptiles,,subject,44,44,1,44,44,index,"index,follow",true,single page,"Land and sea turtles appear swimming, walking, hatching, and in close shell-pattern views.",90,127b82a8,1,,0,1,chibi__chibi-plushie-sea-turtle-hatchling__5ca385e431,true,0,8,weak filename/title evidence: 4.5% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 4.5% of members contain a route-subject token
hub_unicorns,Unicorns Coloring Pages,/coloring-pages/unicorns,https://www.ilovecoloringpage.com/coloring-pages/unicorns,hub_fantasy_creatures,,subject,38,38,1,38,38,index,"index,follow",true,single page,"Unicorns appear in portraits, running poses, magical landscapes, and decorative mane-and-horn designs.",102,484cbf3c,1,,0,1,anime-girls__anime-girl-summoning-unicorn-plushies__2038d034d6,true,0,8,weak filename/title evidence: 5.3% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 5.3% of members contain a route-subject token
hub_vehicles,Vehicles Coloring Pages,/coloring-pages/vehicles,https://www.ilovecoloringpage.com/coloring-pages/vehicles,hub_coloring_pages,hub_cars|hub_planes|hub_trains,subject parent,373,373,1,48,373,index,"index,follow",true,8 pages,"Cars, trains, planes, trucks, boats, and other machines for land, rail, air, and water form this transport collection.",118,76dc531e,1,,0,1,anime-girls__anime-girl-driving-race-car-driving__07de9e75de,true,3,8,weak filename/title evidence: 0.0% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 0.0% of members contain a route-subject token
hub_velociraptors,Velociraptors Coloring Pages,/coloring-pages/velociraptors,https://www.ilovecoloringpage.com/coloring-pages/velociraptors,hub_dinosaurs,,subject,22,22,1,22,22,index,"index,follow",true,single page,"Velociraptors appear running, hunting, in close portraits, and within group or landscape scenes.",96,90ef69cd,1,,0,1,holiday__holiday-birthday-celebration-velociraptors__e0e0b7f3d7,true,0,6,weak filename/title evidence: 4.5% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 4.5% of members contain a route-subject token
hub_whales,Whales Coloring Pages,/coloring-pages/whales,https://www.ilovecoloringpage.com/coloring-pages/whales,hub_sea_life,,subject,40,40,1,40,40,index,"index,follow",true,single page,"Whales appear surfacing, breaching, swimming in groups, and moving through open-ocean scenes.",93,b3a2d317,1,,0,1,animals__animals-whales__9b53c68a15,true,0,8,weak filename/title evidence: 2.5% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 2.5% of members contain a route-subject token
hub_witches,Witches Coloring Pages,/coloring-pages/witches,https://www.ilovecoloringpage.com/coloring-pages/witches,hub_halloween,,subject,32,32,1,32,32,index,"index,follow",true,single page,"Witches appear with hats, brooms, cauldrons, cats, spell books, and Halloween or fantasy settings.",98,32004d3a,1,,0,1,chibi__chibi-mushroom-kawaii-witches-butter__2d8d60119c,true,0,7,weak filename/title evidence: 6.3% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 6.3% of members contain a route-subject token
hub_wizards,Wizards Coloring Pages,/coloring-pages/wizards,https://www.ilovecoloringpage.com/coloring-pages/wizards,hub_fantasy,,subject,30,30,1,30,30,index,"index,follow",true,single page,"Wizards appear with staffs, spell books, robes, magical effects, and fantasy landscapes.",88,e4fcb90e,1,,0,1,anime-girls__anime-girl-wizard-war__69b142a576,true,0,7,weak filename/title evidence: 0.0% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 0.0% of members contain a route-subject token
hub_wolves,Wolves Coloring Pages,/coloring-pages/wolves,https://www.ilovecoloringpage.com/coloring-pages/wolves,hub_animals,,subject,45,45,1,45,45,index,"index,follow",true,single page,"Wolves appear alone, in packs, howling, moving through forests, and in close patterned portraits.",97,9f7fb593,1,,0,1,christmas__holiday-christmas-animals-wolves__c1dad8b598,true,0,7,weak filename/title evidence: 4.4% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 4.4% of members contain a route-subject token
hub_world_landmarks,World Landmarks Coloring Pages,/coloring-pages/world-landmarks,https://www.ilovecoloringpage.com/coloring-pages/world-landmarks,hub_buildings,,subject,47,47,1,47,47,index,"index,follow",true,single page,"Recognizable monuments, towers, temples, bridges, and natural landmarks are shown as place-specific scenes.",107,3205bea7,1,,0,1,world-landmarks__world-landmarks-abu-simbel-temples__46e1dff5bc,true,0,3,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_wyverns,Wyverns Coloring Pages,/coloring-pages/wyverns,https://www.ilovecoloringpage.com/coloring-pages/wyverns,hub_fantasy,,subject,15,15,1,15,15,index,"index,follow",true,single page,"Two-legged winged wyverns appear in flight, perched, in battle poses, and in fantasy landscapes.",96,17e1fc76,1,,0,1,anime-girls__anime-girl-summoning-jutsu-wyvern-dragon__7779d648f1,true,0,6,weak filename/title evidence: 0.0% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 0.0% of members contain a route-subject token
hub_zebras,Zebras Coloring Pages,/coloring-pages/zebras,https://www.ilovecoloringpage.com/coloring-pages/zebras,hub_animals,,subject,19,19,1,19,19,index,"index,follow",true,single page,"Zebras appear in striped portraits, walking or running poses, herds, and savanna settings.",90,7fc9bb29,1,,0,1,anime-girls__anime-girl-summoning-jutsu-zebras__d6e8598bff,true,0,5,weak filename/title evidence: 5.3% of members contain a route-subject token,,false,false,retain and index,weak filename/title evidence: 5.3% of members contain a route-subject token
hub_dodo,Dodo Coloring Pages,/coloring-pages/dodo,https://www.ilovecoloringpage.com/coloring-pages/dodo,hub_animals,,subject,11,11,1,11,11,index,"index,follow",true,single page,"The dodo set shows the extinct bird standing, walking, in profile, and in island-like settings.",95,a7acdf32,1,,0,1,anime-girls__anime-girl-dodo-bird-hoodie-plushie__18189d3f2f,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_bamboo,Bamboo Coloring Pages,/coloring-pages/bamboo,https://www.ilovecoloringpage.com/coloring-pages/bamboo,hub_indoor_plants,,subject,7,7,1,7,7,index,"index,follow",true,single page,"Seven bamboo designs show stalk clusters, leaves, potted arrangements, and panda-associated scenes.",99,91877a52,1,,0,1,indoor-plants__indoor-plants-bamboo-palm__b182761ba2,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_steam_train,Steam Train Coloring Pages,/coloring-pages/steam-train,https://www.ilovecoloringpage.com/coloring-pages/steam-train,hub_trains,,subject,15,15,1,15,15,index,"index,follow",true,single page,"Steam locomotives appear with smoke, carriages, tracks, stations, and historic-looking rail scenes.",99,031c091a,1,,0,1,mandala-geometry-patterns__mandala-geometry-patterns-trains-locomotives-classic-steam-train-at-smal__937925e879,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_birthday_celebration,Birthday Celebration Coloring Pages,/coloring-pages/birthday-celebration,https://www.ilovecoloringpage.com/coloring-pages/birthday-celebration,hub_birthday,,season or occasion,190,190,0,48,190,noindex,"noindex,follow",false,4 pages,This route repeats the celebration subset already contained in the broader Birthday collection.,95,2c0cd37d,1,,0,1,holiday__holiday-birthday-celebration-cat__d6e01d08ac,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain publicly but noindex,"All 190 records already belong to Birthday; the variant contributes no unique printable and remains available as a crawlable, self-canonical public URL."
hub_christmas_plushie,Christmas Plushies Coloring Pages,/coloring-pages/christmas-plushie,https://www.ilovecoloringpage.com/coloring-pages/christmas-plushie,hub_christmas,,season or occasion,183,183,1,48,183,index,"index,follow",true,4 pages,"Stuffed-toy characters and animals appear with Christmas clothing, gifts, trees, and festive stitched details.",110,d94eaa51,1,,0,1,holiday__holiday-christmas-plushie-alligator-family__e57629ca9d,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_halloween_costume,Halloween Costumes Coloring Pages,/coloring-pages/halloween-costume,https://www.ilovecoloringpage.com/coloring-pages/halloween-costume,hub_halloween,,season or occasion,161,161,1,48,161,index,"index,follow",true,4 pages,"Costumed characters appear as witches, monsters, animals, and other dressed-up Halloween figures.",97,19896489,1,,0,1,holiday__holiday-halloween-costume-plushie-alligator-family__34d6f58480,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_summoning,Summoning Coloring Pages,/coloring-pages/summoning,https://www.ilovecoloringpage.com/coloring-pages/summoning,hub_fantasy,,subject,336,336,1,48,336,index,"index,follow",true,7 pages,"Magic circles, invoked creatures, spellcasters, symbols, and dramatic ritual scenes define this fantasy theme.",110,b0a2ad44,1,,0,1,anime-girls__anime-girl-demon-summoning__86bc23e91f,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_terrier,Terrier Coloring Pages,/coloring-pages/terrier,https://www.ilovecoloringpage.com/coloring-pages/terrier,hub_dogs,,subject,29,29,1,29,29,index,"index,follow",true,single page,"Terrier breeds appear in portraits, alert standing poses, playful scenes, and stylized character treatments.",108,3774bf1f,1,,0,1,chibi__chibi-animals-pets-dogs-american-staffordshire-terrier__0d5f95f4f2,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_woolly_mammoth,Woolly Mammoth Coloring Pages,/coloring-pages/woolly-mammoth,https://www.ilovecoloringpage.com/coloring-pages/woolly-mammoth,hub_dinosaurs,,subject,19,19,0,19,19,noindex,"noindex,follow",false,single page,This singular route repeats the woolly-mammoth subset already contained in Mammoths.,84,339467f2,1,,0,1,anime-girls__anime-girl-summoning-jutsu-woolly-mammoth__49c45dca6d,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain publicly but noindex,"All 19 records already belong to Mammoths; the singular variant contributes no unique printable and remains available as a crawlable, self-canonical public URL."
hub_saber_toothed_tiger,Saber Toothed Tiger Coloring Pages,/coloring-pages/saber-toothed-tiger,https://www.ilovecoloringpage.com/coloring-pages/saber-toothed-tiger,hub_dinosaurs,,subject,13,13,1,13,13,index,"index,follow",true,single page,"Saber-toothed tigers appear with long canine teeth in stalking, resting, and prehistoric landscape scenes.",106,2f67930c,1,,0,1,anime-girls__anime-girl-saber-toothed-tiger-hoodie-plushie__0df82031f8,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_magic,Magic Coloring Pages,/coloring-pages/magic,https://www.ilovecoloringpage.com/coloring-pages/magic,hub_fantasy,,subject,35,35,1,35,35,index,"index,follow",true,single page,"Spells, enchanted objects, glowing symbols, magical creatures, and spellcaster scenes form this theme collection.",113,bf6caf26,1,,0,1,anime-girls__anime-girl-summoning-magic-cats__be349530e6,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_ankylosaurus,Ankylosaurus Coloring Pages,/coloring-pages/ankylosaurus,https://www.ilovecoloringpage.com/coloring-pages/ankylosaurus,hub_dinosaurs,,subject,11,11,1,11,11,index,"index,follow",true,single page,The Ankylosaurus set emphasizes armored backs and clubbed tails in standing and walking scenes.,95,04588440,1,,0,1,anime-girls__anime-girl-ankylosaurus-hoodie-plushie__c819919e77,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_trick_or_treat,Trick or Treat Coloring Pages,/coloring-pages/trick-or-treat,https://www.ilovecoloringpage.com/coloring-pages/trick-or-treat,hub_halloween,,season or occasion,11,11,1,11,11,index,"index,follow",true,single page,"Costumed visitors, candy containers, decorated doors, pumpkins, and neighborhood scenes represent trick-or-treating.",116,0a648efb,1,,0,1,chibi__chibi-holiday-halloween-trick-or-treat-children-with-pumpkin-bags-colori__abe00661e0,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_lily,Lily Coloring Pages,/coloring-pages/lily,https://www.ilovecoloringpage.com/coloring-pages/lily,hub_flowers,,subject,14,14,1,14,14,index,"index,follow",true,single page,"Lilies appear as single blossoms, bouquets, garden stems, and decorative floral arrangements.",93,3d637c28,1,,0,1,chibi__chibi-flowers-calla-lily__94920a8fca,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_forget_me_not,Forget-Me-Not Coloring Pages,/coloring-pages/forget-me-not,https://www.ilovecoloringpage.com/coloring-pages/forget-me-not,hub_flowers,,subject,6,6,1,6,6,index,"index,follow",true,single page,"Six forget-me-not designs show small clustered blossoms in stems, bouquets, and floral arrangements.",100,d9622c26,1,,0,1,chibi__chibi-flowers-forget-me-not__bc7c2e01c7,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_mosasaurus,Mosasaurus Coloring Pages,/coloring-pages/mosasaurus,https://www.ilovecoloringpage.com/coloring-pages/mosasaurus,hub_dinosaurs,,subject,9,9,1,9,9,index,"index,follow",true,single page,"The Mosasaurus set shows the marine reptile swimming, hunting, and moving through prehistoric seas.",99,f4db79b4,1,,0,1,chibi__chibi-plushie-prehistoric-mosasaurus__e7c98f3020,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_plesiosaurus,Plesiosaurus Coloring Pages,/coloring-pages/plesiosaurus,https://www.ilovecoloringpage.com/coloring-pages/plesiosaurus,hub_dinosaurs,,subject,9,9,1,9,9,index,"index,follow",true,single page,"Nine Plesiosaurus designs emphasize long necks, flippers, and movement through prehistoric water.",97,dd538b85,1,,0,1,chibi__chibi-plushie-prehistoric-plesiosaurus__ea6db596f6,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_pterodactyl,Pterodactyl Coloring Pages,/coloring-pages/pterodactyl,https://www.ilovecoloringpage.com/coloring-pages/pterodactyl,hub_dinosaurs,,subject,9,9,1,9,9,index,"index,follow",true,single page,"Pterodactyl-labeled designs show winged prehistoric reptiles in flight, perched, and over ancient landscapes.",109,49552d30,1,,0,1,anime-girls__anime-girl-pterodactyl-hoodie-plushie__2b4315b24b,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_iguanodon,Iguanodon Coloring Pages,/coloring-pages/iguanodon,https://www.ilovecoloringpage.com/coloring-pages/iguanodon,hub_dinosaurs,,subject,8,8,1,8,8,index,"index,follow",true,single page,"Eight Iguanodon designs show beaked herbivores standing, walking, feeding, and moving in groups.",96,4d80aa18,1,,0,1,chibi__chibi-plushie-prehistoric-iguanodon__d835d9df5c,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_bulldog,Bulldog Coloring Pages,/coloring-pages/bulldog,https://www.ilovecoloringpage.com/coloring-pages/bulldog,hub_dogs,,subject,8,8,1,8,8,index,"index,follow",true,single page,Eight bulldog designs emphasize broad faces and stocky bodies in portraits and friendly poses.,94,76fdf35a,1,,0,1,chibi__chibi-animals-pets-dogs-bulldog__82dca02cef,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_collie,Collie Coloring Pages,/coloring-pages/collie,https://www.ilovecoloringpage.com/coloring-pages/collie,hub_dogs,,subject,8,8,1,8,8,index,"index,follow",true,single page,"Eight collie designs show long-coated dogs in portraits, standing poses, and outdoor scenes.",92,37498bfe,1,,0,1,chibi__chibi-animals-pets-dogs-border-collie__d66dc03111,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_cookie,Cookie Coloring Pages,/coloring-pages/cookie,https://www.ilovecoloringpage.com/coloring-pages/cookie,hub_bakery,,subject,17,17,1,17,17,index,"index,follow",true,single page,"Cookies appear as individual treats, decorated shapes, stacked assortments, and baking scenes.",94,b2d9aed0,1,,0,1,chibi__chibi-plushie-cookie-character__cbbcab378b,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_daisy,Daisy Coloring Pages,/coloring-pages/daisy,https://www.ilovecoloringpage.com/coloring-pages/daisy,hub_flowers,,subject,10,10,1,10,10,index,"index,follow",true,single page,"Ten daisy designs show open-petaled flowers in single stems, clusters, bouquets, and garden scenes.",99,76653abc,1,,0,1,chibi__chibi-flowers-daisy__4e83fb3127,true,0,7,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_pteranodon,Pteranodon Coloring Pages,/coloring-pages/pteranodon,https://www.ilovecoloringpage.com/coloring-pages/pteranodon,hub_dinosaurs,,subject,6,6,1,6,6,index,"index,follow",true,single page,"Six Pteranodon designs show crested flying reptiles gliding, landing, and crossing prehistoric skies.",101,1c768be3,1,,0,1,anime-girls__anime-girl-summoning-jutsu-baby-pteranodon-plushies__b8eca7a99c,true,0,8,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
hub_nigiri,Nigiri Coloring Pages,/coloring-pages/nigiri,https://www.ilovecoloringpage.com/coloring-pages/nigiri,hub_sushi,,subject,16,16,1,16,16,index,"index,follow",true,single page,"Nigiri pieces feature rice and fish toppings in individual views, assortments, and sushi platters.",98,b391a5b5,1,,0,1,mandala-geometry-patterns__mandala-geometry-patterns-sushi-aburi-ebi-nigiri__e6a7198dae,true,0,6,direct filename/title evidence: 100.0% of members contain a route-subject token,,false,false,retain and index,direct filename/title evidence: 100.0% of members contain a route-subject token
